Name,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproach,Status,SnapX,SnapY,SnapZ,DistanceToNetworkInMeters
Horizons Adult Day Health Care Center,1,11928518,0.522162718342127,2,0,0,-117.074311345345052,32.682367578754054,0.000000000000000,7.024728705560725
St. Mark's Lutheran Church,1,11895909,0.624867080035427,1,0,0,-117.064029125808560,32.635123199681047,0.000000000000000,7.148370363379740
El Centro-Catholic Charities,1,14506900,0.911421440407193,2,0,0,-115.547739221999962,32.788751000000047,0.000000000000000,8.821994879590182
Calexico-Catholic Charities,1,14476593,0.136931521795381,2,0,0,-115.488340477260820,32.670959338317516,0.000000000000000,6.530958853215956
MAAC Project,1,11888138,0.977502418414769,2,0,0,-117.066020647148150,32.605808952236423,0.000000000000000,5.228154559022924
Mountain Empire Route,1,12026090,0.219928652425615,2,0,0,-116.840550206291596,32.730058689507253,0.000000000000000,6.515033883465025
Back Country Support,1,14431217,0.424193304721440,1,0,0,-116.290110819906658,32.670319379186701,0.000000000000000,5.844868147264390
Fallbrook Food Pantry,1,13490786,0.636969714468080,2,0,0,-117.243348072226951,33.384258737033733,0.000000000000000,6.258331921630994
Lakeside Gardens Inc,1,12194717,0.457417860768520,1,0,0,-116.927615770309686,32.858560219332595,0.000000000000000,6.480976290574075
Sherman Heights Community Ctr,1,11907464,0.635239655816443,2,0,0,-117.143511798867536,32.710475603835384,0.000000000000000,5.086282326055543
Granger Apartments,1,11928642,0.204562627328477,1,0,0,-117.079137039430293,32.683644015350247,0.000000000000000,7.063838983702774
New Season's Church,1,11941464,0.911883388600293,2,0,0,-117.006522767371990,32.731258095561188,0.000000000000000,8.741765207979793
La Mesa Springs Apartments,1,11943571,0.335415419471338,2,0,0,-117.023169880112903,32.764349345884000,0.000000000000000,10.636599902702986
Sorrento Towers,1,12037474,0.208253224880504,1,0,0,-117.191534449947483,32.793918309365111,0.000000000000000,5.222968753918995
Park Avenue Community Center,1,13461056,0.301761108850139,2,0,0,-117.084484116589465,33.128789354028612,0.000000000000000,7.119881859090811
LGBT Community Center,1,11920791,0.922541367985621,1,0,0,-117.146256926801414,32.748662425587398,0.000000000000000,0.978513651200301
Windsor Gardens Apartments,1,12159394,0.793328819044029,2,0,0,-117.104049033955818,33.111007559366065,0.000000000000000,0.672045934801821
Grandon Village Apartments,1,13421173,0.134778255286073,1,0,0,-117.204575476871454,33.134560252266070,0.000000000000000,4.105535161243964
St. James Lutheran Church & School,1,11837384,0.082592275383604,2,0,0,-117.114791278195341,32.576623398854963,0.000000000000000,0.545972698400946
Laurel Park Apartments,1,12182184,0.013893404857577,1,0,0,-116.977008356355924,32.834996205660687,0.000000000000000,1.813279067369668
St. John's Plaza,1,11942614,0.731947570497383,2,0,0,-117.021798342054822,32.743897889271921,0.000000000000000,3.476498232679378
Summercrest Apartments,1,11928416,0.245957469329524,2,0,0,-117.078917753353437,32.680266602555605,0.000000000000000,7.383947016992511
El Cajon New Season's Church,1,12176325,0.063313788996831,2,0,0,-116.948779196950227,32.803955377876846,0.000000000000000,6.451640974097750
Harvest Ridge Apartments,1,11895113,0.674212381362528,1,0,7,-116.995920388069067,32.623893325127369,0.000000000000000,7.520911665994968
Mountain View Community Center,1,11909984,0.227535133173639,2,0,0,-117.106388029494411,32.699593584366546,0.000000000000000,3.916361740047174
San Marcos Senior Activity Center,1,13453716,0.362090322477815,2,0,0,-117.162886702059239,33.144131485437477,0.000000000000000,8.160309288381098
Gloria McClellan Adult Activity and Resource Center,1,13446175,0.847274342824822,2,0,0,-117.219383742460067,33.206237729528091,0.000000000000000,3.405622199284658
Potiker City Heights Sqaure Apartments,1,11926872,0.407352091700213,2,0,0,-117.102008896612915,32.750798242478254,0.000000000000000,9.690520210264209
College Avenue Center,1,12082115,0.976017036326108,2,0,0,-117.063479235548755,32.782867191608155,0.000000000000000,0.355613282619509
Meridian Baptist Church,1,12177524,0.466813909771127,2,0,0,-116.926931932986719,32.788220562148943,0.000000000000000,6.526116237013569
Magnolia Adult Day Care Center,1,12172151,0.227393755796503,1,0,0,-116.962411053968324,32.800706099040809,0.000000000000000,1.364104263812945
Potiker Senior Residence Downtown,1,11905849,0.293290296009713,1,0,0,-117.151924495780463,32.710757734566371,0.000000000000000,6.331514490847533
Plaza City Apartments,1,11886418,0.056225869256739,2,0,0,-117.090389432795206,32.676865981495510,0.000000000000000,2.647553939255324
Villa Serena Apartments,1,11894015,0.841047812818946,2,0,0,-117.024116369608294,32.618521990234044,0.000000000000000,9.163513283609902
Oceanside Silvercrest Apartments,1,13414609,0.319957832148952,1,0,0,-117.290702393022158,33.179688509072868,0.000000000000000,4.252516357274375
Warner Springs Community Resource Center,1,13501514,0.605491559561968,1,0,0,-116.671010389726121,33.251483170301348,0.000000000000000,6.925660793524948
Chula Vista Silvercrest Apartments,1,11890971,0.059058515273666,1,0,0,-117.075438699531588,32.629652757227554,0.000000000000000,0.342677533558519
Mesa View Baptist Church,1,12146371,0.723446114750915,1,0,0,-117.062506979685935,32.958876096632316,0.000000000000000,5.868004013461144
Mira Mesa Senior Center,1,12099547,0.463051163956971,2,0,0,-117.141696191391702,32.912851793096650,0.000000000000000,2.537807760800051
Seniors On Broadway,1,11878390,0.100186130686106,2,0,0,-117.084859873415724,32.619170837897293,0.000000000000000,6.478885315752570
Lakeshore Villa Apartments,1,12084556,0.814747903087077,1,0,0,-117.039555850128465,32.801778004856345,0.000000000000000,4.064628041252061
Poway Villas Apartments,1,12147297,0.179910849431407,1,0,0,-117.045194164909319,32.953699769749399,0.000000000000000,3.715143842176344
St. Andrew's Episcopal Church,1,12122208,0.117543775445590,1,0,0,-117.268450975506695,33.040267052795194,0.000000000000000,7.263694319674114
"Church at Rancho Bernardo, the",1,12153567,0.356153777947697,2,0,0,-117.076975949094873,33.019849173151499,0.000000000000000,6.883797707785247
Los Arcos Apartments,1,12152814,0.295698030521455,1,0,0,-117.056611468442057,32.999459999456057,0.000000000000000,5.702498853206825
San Diego Square,1,11906018,0.574899274957150,2,0,0,-117.156536024257960,32.715990507909730,0.000000000000000,6.240987781339849
Westminster Manor,1,11915613,0.581130700554301,2,0,0,-117.162039098091185,32.723381921518168,0.000000000000000,8.706561936097854
Alabama Manor,1,11920568,0.356739324614048,2,0,0,-117.142216588216158,32.747846884026110,0.000000000000000,3.421499311924022
Paradise Creek,1,11883280,0.593853278957610,1,0,0,-117.104481707731708,32.663507344342435,0.000000000000000,3.539583702292805
Mid-City Church of The Nazarene,1,11925439,0.922754125459567,1,0,0,-117.106930484379660,32.749612303487908,0.000000000000000,6.096016023800935
Mission Cove Senior Apartments,1,13153872,0.680982776178666,2,0,0,-117.345143767208569,33.215184946694308,0.000000000000000,8.207769389561996
Fairbanks Terrace,1,12143477,0.646792619641137,1,0,0,-117.124216799999942,33.018413100000032,0.000000000000000,22.192987873012719
"Unity Center San Diego, the",1,12099086,0.769481952716148,1,0,0,-117.133163542738515,32.896412447621380,0.000000000000000,3.678492398384236
Tavarua Senior Apartments,1,13404825,0.707110913812644,2,0,0,-117.339750812030175,33.155908293380747,0.000000000000000,6.003443172963173
Belden Village,1,12071109,0.100456057309011,1,0,0,-117.156744421915377,32.810549399840248,0.000000000000000,3.544683969638977
"Church of Jesus Christ of Latter-Day Saints in Linda Vista,T",1,12038149,0.762204308926959,2,0,0,-117.172364335787449,32.793376448995701,0.000000000000000,28.687939932680230
La Costa Paloma Apartments,1,12129150,0.881969543339264,1,0,0,-117.264665525846567,33.104144181255300,0.000000000000000,6.125579805473497
National City Public Library,1,11883864,0.977360424645354,2,0,0,-117.104858304940819,32.670678217240393,0.000000000000000,1.364104263812945
Ramona Terrace Community,1,12208374,0.677688304926494,2,0,0,-116.868632174516662,33.035734164754842,0.000000000000000,4.999407481660863
Imperial Valley Food Bank,1,14507523,0.421968718089486,2,0,0,-115.575804767458393,32.825596883655145,0.000000000000000,7.460012593552508
Morgan Kimball Towers,1,11885883,0.284779362501575,2,0,0,-117.101089508936695,32.672719246989892,0.000000000000000,7.036933903864145
Church of Jesus Christ of Latter Day Saints North Clairemont,1,12043094,0.167732707732028,1,0,0,-117.171414816916240,32.829987393933294,0.000000000000000,5.252287283325528
Door Dash Home Delivery,1,12095031,0.443654688108600,2,0,0,-117.163163713698452,32.886191258308187,0.000000000000000,7.498659509620451
North County Food Bank,1,13419754,0.190341366477775,1,0,0,-117.223560562837903,33.145425872639379,0.000000000000000,4.851780692670383
Las Palmas Park,1,11886271,0.344964143132554,2,0,0,-117.082949460133392,32.668290820048597,0.000000000000000,15.599574478014240
Food Pantry at Chollas View Church (DB),1,11914632,0.276261534581200,2,0,0,-117.093599086478520,32.715150093905493,0.000000000000000,5.625148925865585
New Day Urban Ministries (DB),1,11907537,0.427167259031003,2,0,0,-117.141174956563020,32.711575562066884,0.000000000000000,4.881478173913991
Spring Valley Community Church (DB),1,11942073,0.310131492991374,2,0,0,-117.004851637736834,32.742122888484204,0.000000000000000,7.700133281193327
"La Maestra Family Clinic, Incorporated (DB)",1,11926930,0.769848502930232,1,0,0,-117.099976807079528,32.749658664318318,0.000000000000000,1.116486559800379
Shaback (DB),1,14436344,0.746702847198892,1,0,0,-116.443776446644634,33.084764916335935,0.000000000000000,4.421224667620191
Military Outreach Ministry - South (DB) (Mil/Vet),1,12099080,0.880011401731584,2,0,0,-117.134474481606105,32.896156318509369,0.000000000000000,6.574381885233726
St. Andrew's Episcopal Church (DB),1,12122208,0.117543775445590,1,0,0,-117.268450975506695,33.040267052795194,0.000000000000000,7.263694319674114
Friendships for Hope (DB),1,11928683,0.884778253524277,1,0,0,-117.079070675999517,32.684391673545264,0.000000000000000,5.785062594444502
USO Council of San Diego (DB) (mil/vet),1,11869221,0.736674893132628,1,0,0,-117.205398870065011,32.729438921715385,0.000000000000000,3.994011452567848
Chicano Federation (DB),1,11921346,0.360267080717142,2,0,0,-117.125948996999966,32.748531500000070,0.000000000000000,0.651572708279463
St. Gabriel's Catholic Church (DB),1,12150812,0.531933489804104,2,0,0,-117.034438241568836,32.978342242344965,0.000000000000000,9.590262675486439
Urban Refuge (DB),1,11896165,0.693746836943799,2,0,0,-117.080757034192885,32.651125651847266,0.000000000000000,7.637706696552018
San Diego City College (DB),1,11906038,0.710840337326754,2,0,0,-117.153711696268914,32.719228311639334,0.000000000000000,1.729131223696396
Fallbrook Spanish Seventh Day Adventist Church (DB),1,13490523,0.250343979406164,1,0,0,-117.248083049105617,33.384966895474136,0.000000000000000,3.688301728862213
Grace Presbyterian Church (DB),1,13446928,0.945171316361362,2,0,0,-117.226194250072922,33.220426723181426,0.000000000000000,3.688301728862213
Jesus Cares Ministry (DB),1,12178177,0.270592088896218,1,0,0,-116.925980933821990,32.804525795553161,0.000000000000000,9.988420477285647
Southwestern Community College District (DB),1,11901009,0.920625099967735,1,0,0,-116.995782950177485,32.642937165715651,0.000000000000000,1.209682682643278
Summit Church (DB),1,13424387,0.479439384319946,2,0,0,-117.180938252853863,33.139783799018609,0.000000000000000,5.075615521600203
Salvation Army El Cajon (DB),1,12175198,0.124600677267745,1,0,0,-116.947294285909038,32.794890462300380,0.000000000000000,3.091411300088404
Bethlehem Food Pantry (DB) (Good Shepherd Ministry),1,12168766,0.349285360903015,1,0,0,-116.970903017215349,32.786368516275139,0.000000000000000,7.220663684908640
North County Food Bank Pantry (DB),1,13419754,0.190341366477775,1,0,0,-117.223560562837903,33.145425872639379,0.000000000000000,4.851780692670383
North County Lifeline (DB),1,13444326,0.648749981211306,2,0,0,-117.242173204740581,33.203898096111253,0.000000000000000,7.616981788452491
Vista Teen Outreach (DB),1,13426149,0.929646602120271,1,0,0,-117.245625357372660,33.164652276999504,0.000000000000000,2.241048998111882
MiraCosta College (DB),1,13412971,0.386498681324906,1,0,0,-117.301936621135525,33.187843292750998,0.000000000000000,25.875252185125742
"Associated Students, Incorporate of CSU San Marcos (DB)",1,13451838,0.624397275774352,1,0,0,-117.165307493343903,33.126928884197568,0.000000000000000,2.237014703214738
Palomar Community College District (DB),1,13424574,0.115239280047389,2,0,0,-117.184668149920569,33.147028522914781,0.000000000000000,6.272028684718310
"TERI, Incorporated (DB)",1,13153807,0.230222671921585,2,0,0,-117.349003830558658,33.214160191809739,0.000000000000000,8.033127853741208
"Foundation Matthew 633, Inc. (DB)",1,13463568,0.968929633510712,1,0,0,-117.091324347850176,33.151458397300203,0.000000000000000,2.796874003336044
Somali Bantu Association of America (SBAOA) (DB),1,11938235,0.238138301097476,2,0,0,-117.075711245041234,32.758396878718337,0.000000000000000,1.903207509085365
San Ysidro Health Center (DB),1,11854614,0.186217642155126,2,0,0,-117.059510505263603,32.567041818518476,0.000000000000000,8.035376455003929
Think Dignity (DB),1,11918609,0.290004186974632,2,0,0,-117.130100800217377,32.742559923781585,0.000000000000000,7.763221453962654
Jewish Family Service of San Diego (DB),1,12073917,0.008640232364617,1,0,0,-117.139070579420533,32.820304274008485,0.000000000000000,0.000000000000000
New Hope Community Church (DB),1,13471692,0.281519472578162,2,0,0,-117.041826183565291,33.142040079727288,0.000000000000000,2.757845941321746
Ministerio Tiempo Nuevo (DB),1,11940172,0.375544026581937,2,0,0,-117.037676314547895,32.727205106573663,0.000000000000000,7.725898057702213
Logan Temple A.M.E Zion Church (DB),1,11907112,0.971563317915162,1,0,0,-117.125291253062727,32.703271551503242,0.000000000000000,5.357854340874026
Mission San Luis Rey Parish (DB),1,13436102,0.378655527168119,1,0,0,-117.320907246297324,33.229723445804609,0.000000000000000,4.107734751630129
MAAC Project Vista (DB),1,13445920,0.537041206940737,2,0,0,-117.230261942500363,33.209172815931908,0.000000000000000,3.426775335585227
"Home Start, Inc. (DB)",1,11914392,0.223458110578058,1,0,0,-117.085081692720109,32.708710158666740,0.000000000000000,0.585876063043692
"Support the Enlisted Project, INC. (STEP) (DB) (mil/vet)",1,12102269,0.719785995553902,1,0,0,-117.111606950679928,32.903792636895872,0.000000000000000,6.216334079235476
TrueCare WIC Program (DB),1,13453991,0.901188317018224,1,0,0,-117.156475357231272,33.141585355123709,0.000000000000000,3.621573172747669
Rock Church San Marcos (DB),1,13421424,0.669859470588540,1,0,0,-117.200798863409773,33.131458970194785,0.000000000000000,2.210612333810062
North Coast Church (DB),1,13501757,0.576184997298365,2,0,0,-116.976340799999946,33.305296100000078,0.000000000000000,18.634950373037160
Operation HOPE North County (DB),1,13445882,0.164658387796969,2,0,0,-117.233782922146233,33.210359769970580,0.000000000000000,0.911607458728768
Miracle Babies (DB),1,12073455,0.907962772427497,2,0,0,-117.139374977881175,32.809679209819130,0.000000000000000,1.493696739003354
Union of Pan Asian Communities (DB),1,11927403,0.059572553038595,2,0,0,-117.081620944430853,32.749132913208179,0.000000000000000,1.179435828915526
First Unitarian Universalist Church (DB) South Bay FP,1,11878177,0.441155567061810,1,0,0,-117.083250684136900,32.614842476212246,0.000000000000000,0.329233924795238
Masjidul Taqwa (DB),1,11906921,0.104952393535322,2,0,0,-117.138629232895354,32.706303198280942,0.000000000000000,1.406487943268056
Rock Church City Heights (DB),1,11926283,0.283675974531423,2,0,0,-117.107502493778625,32.754749793341730,0.000000000000000,1.793242219557533
Victory Lutheran Church (DB),1,11888534,0.094428492775099,2,0,0,-117.067600550214337,32.609655220240782,0.000000000000000,3.497222697818601
Neighborhood House Association (FCCP) (DB),1,12075766,0.827607641260485,1,0,0,-117.166471999901503,32.840029361314649,0.000000000000000,5.723054163192646
Rock Church East County (DB),1,12170441,0.511286399332292,2,0,0,-116.973361169975647,32.806010753613236,0.000000000000000,7.758565848474101
Somali Family Service of San Diego (DB),1,11937526,0.691153195924383,1,0,0,-117.080481131375649,32.749049091076799,0.000000000000000,1.337354524572774
You Saved Me Foundation (DB),1,11924140,0.590075093099492,2,0,0,-117.100980063218998,32.743273584344863,0.000000000000000,5.517329315330024
ICNA Relief USA (DB),1,12094719,0.671555271241777,1,0,0,-117.164751490615288,32.885615650171040,0.000000000000000,6.429200415761463
Iglesia Casa De Alabanza (DB),1,11926185,0.749744270698369,1,0,0,-117.103606885792203,32.755198750767249,0.000000000000000,0.164616962397619
WeLuvSanDiego (DB),1,11898847,0.773993938448962,2,0,0,-117.059743585506581,32.671375830971293,0.000000000000000,8.017933300780918
Helping Hand Worldwide (DB),1,13442544,0.241190996420349,2,0,0,-117.289782508152030,33.256006108807469,0.000000000000000,5.016542688775848
St. Paul United Methodist Church of San Diego (DB),1,11907280,0.928531443946745,2,0,0,-117.127549578052367,32.707456314013868,0.000000000000000,7.567607259876391
"Foundry Community Church, The (DB)",1,13468151,0.243157809477949,1,0,0,-117.065810708718544,33.127827036695315,0.000000000000000,6.683394611725191
Birthline of San Diego - Clairemont (DB),1,12037797,0.102062015307068,2,0,0,-117.201131179268032,32.807312382870840,0.000000000000000,1.747319430484738
Brother Benno Foundation (DB),1,13153965,0.506461855718077,2,0,0,-117.348584770319945,33.215242528240061,0.000000000000000,7.283564267739771
Community Food Bank of National City (mass),1,11885007,0.328628260878125,2,0,0,-117.092630668521920,32.662672912049615,0.000000000000000,5.301927080149646
CMC Good Neighbor Center (Nestor Site) (e-site),1,11839434,0.270864699801330,1,0,0,-117.085486842122037,32.575853435981799,0.000000000000000,5.781157725559178
Nestor Methodist Church (mass),1,11839434,0.270864699801330,1,0,0,-117.085486842122037,32.575853435981799,0.000000000000000,5.781157725559178
Oxford Terrace Apartments (mass),1,11887881,0.363064481647432,2,0,0,-117.077631136464689,32.607485234553813,0.000000000000000,6.311509655721157
Lutheran Soc Services of So Cal - Project Hand (mass),1,11895909,0.624867080035427,1,0,0,-117.064029125808560,32.635123199681047,0.000000000000000,7.148370363379740
Hearts and Hands Working Together (e-site) (Super Pantry),1,11851075,0.945595319865115,2,0,0,-117.032651409264730,32.546909830115496,0.000000000000000,0.736189436341207
Imperial Beach Neighborhood Center (mass),1,11837887,0.322902425974780,1,0,0,-117.123470526757984,32.583927692008707,0.000000000000000,5.787404251125886
SBCS - National City Family Resource Center (e-site),1,11883308,0.407033510167765,1,0,0,-117.105643713156894,32.666554185221841,0.000000000000000,4.508221182657879
Hearts and Hands Working Together (mass),1,11845414,0.343006179658956,2,0,0,-117.042992269937827,32.545452533373329,0.000000000000000,7.774848271102114
Fallbrook Food Pantry (Super Pantry) (e-site),1,13490786,0.636969714468080,2,0,0,-117.243348072226951,33.384258737033733,0.000000000000000,6.258331921630994
Lutheran Soc Services of So Cal - Project Hand (e-site),1,11895909,0.624867080035427,1,0,0,-117.064029125808560,32.635123199681047,0.000000000000000,7.148370363379740
Mesa View Baptist Church (e-site),1,12146371,0.723446114750915,1,0,0,-117.062506979685935,32.958876096632316,0.000000000000000,5.868004013461144
MAAC Project Chula Vista (mass),1,11888211,0.552599900405589,2,0,0,-117.065818906271431,32.605294922690028,0.000000000000000,5.286571506881375
Iglesia Cristiana Getsemani (mass),1,11855380,0.190447606732018,1,0,0,-117.065728376633331,32.572794131966930,0.000000000000000,1.676077711017104
Salvation Army Centre City. The (mass),1,11905081,0.464084890280398,1,0,0,-117.158347934434033,32.713921797776166,0.000000000000000,6.934133350244599
Church of Jesus Christ of LDS (Linda Vista)(mass),1,12038109,0.777945840827312,2,0,0,-117.172477907733352,32.792720129934196,0.000000000000000,7.087456457302365
St. Vincent De Paul / Father Joe's Villages (e-site),1,11912806,0.338910421620487,2,0,0,-117.121558749377641,32.714516461619269,0.000000000000000,4.482097996223832
"Santee Food Bank, The (mass) (Super Pantry)",1,12192026,0.424472712740725,2,0,0,-116.993413906494752,32.853866401737342,0.000000000000000,8.103659073254002
Warner Springs Community Resource Center (mass),1,13501514,0.605491559561968,1,0,0,-116.671010389726121,33.251483170301348,0.000000000000000,6.925660793524948
MAAC Project San Martin de Porres Apartments (mass),1,11934042,0.306868772154748,1,0,0,-117.003009613625409,32.704301316180505,0.000000000000000,6.562692863589222
Salvation Army El Cajon (mass) (Super Pantry),1,12175198,0.124600677267745,1,0,0,-116.947294285909038,32.794890462300380,0.000000000000000,3.091411300088404
St. Barnabas Episcopal Church (mass),1,14722400,0.204194760993096,2,0,0,-116.376538215281300,33.249096185327289,0.000000000000000,7.664859924483982
Shelter Valley Citizens Corporation (mass),1,14436340,0.818914380301581,2,0,0,-116.438225059145154,33.077910175974786,0.000000000000000,41.360701113197962
Heaven's Windows (e-site),1,11941756,0.959500484495167,2,0,0,-117.010009169393840,32.736668247350707,0.000000000000000,9.500837715346973
MAAC Project Villa Lakeshore Apartments (mass),1,12194914,0.720507290465184,2,0,0,-116.919139065307377,32.860245512634023,0.000000000000000,7.993674942144916
Lakeside Christian Helps Center (e-site),1,12194759,0.148406953145483,1,0,0,-116.925715294290200,32.858773473302733,0.000000000000000,8.726769415031280
Ramona Food & Clothes Closet Incorporated (e-site),1,12209227,0.721490385349296,1,0,0,-116.864982312610465,33.044070656721068,0.000000000000000,3.163616532514323
New Life Baptist Church (mass),1,11942192,0.552586699773013,1,0,0,-116.998290438883771,32.739472310176296,0.000000000000000,5.557295709021980
Upper Room Pentecostal (mass),1,11838704,0.793894236047963,2,0,0,-117.108153125956719,32.585004283294886,0.000000000000000,7.592037219698712
Community Christian Service Agency (e-site),1,12037837,0.599465477360359,1,0,0,-117.201145282055080,32.805705454215328,0.000000000000000,7.764384919155244
St. Agnes Church (mass),1,11864165,0.925008063751666,2,0,0,-117.233410445785466,32.723139207348801,0.000000000000000,8.516707438939379
San Diego Armed Services YMCA (mil/vet) (mass),1,12069949,0.854379544256348,2,0,0,-117.105110484084520,32.805831779518115,0.000000000000000,0.585876063043692
Community Food Connection (e-site),1,12151009,0.567261885351330,1,0,0,-117.026610023339941,32.978165113928824,0.000000000000000,1.028032600675557
Grace Church San Diego (mass),1,11922232,0.376264633857407,1,0,0,-117.135175686310248,32.761708681660707,0.000000000000000,8.500252069358027
Jewish Family Service of SD (mil/vet @30%)(e-site)(Super Ptr,1,12073917,0.008640232364617,1,0,0,-117.139070579420533,32.820304274008485,0.000000000000000,0.000000000000000
California Independent Provider Training Center (mass),1,12082214,0.556754968964010,1,0,0,-117.059135418907275,32.765602256842243,0.000000000000000,5.255725769640360
Tri City Food Pantry (mass),1,13422878,0.523164128045255,2,0,0,-117.198996545837389,33.145577066807114,0.000000000000000,6.698919358802570
Jewish Family Service at Camp Pend(mobile pantry)(mil)(mass),1,13481256,0.652704014591393,2,0,0,-117.320945298620700,33.315033536309720,0.000000000000000,315.568985188111526
Ascension Evangelical Lutheran Church (mass),1,12070652,0.445778419186598,1,0,0,-117.083257154260650,32.794752026857850,0.000000000000000,5.155078588380546
Good News Baptist Church (mass),1,11924800,0.084097355081279,2,0,0,-117.119262467594453,32.751732331389867,0.000000000000000,7.127489927361983
MAAC Project Mercado Apartments (mass),1,11903288,0.029342461272846,1,0,0,-117.144182803143266,32.698699799588972,0.000000000000000,6.809254842692860
Sherman Heights Community Center (mass),1,11907464,0.635239655816443,2,0,0,-117.143511798867536,32.710475603835384,0.000000000000000,5.086282326055543
Samoa Independent Full Gospel (mass),1,11940418,0.603628202477496,1,0,0,-117.026833380320127,32.727619821327487,0.000000000000000,5.354481438845777
New Hope Seventh Day Adventist Church (mass),1,11924366,0.074968722669812,2,0,0,-117.083732403943102,32.731695999536726,0.000000000000000,7.556856963968532
San Diego Broadway Spanish Seventh Day Adventist (mass),1,11907671,0.337219003830821,2,0,0,-117.142221021522204,32.715794181391161,0.000000000000000,5.619525783798757
CMC Good Neighbor Center (Meade Site) (e-site),1,11925489,0.233747987220306,1,0,0,-117.122395109612256,32.757232229875655,0.000000000000000,7.850578161733504
"Church of Nazarene in Mid-City, The (mass)",1,11925439,0.922754125459567,1,0,0,-117.106930484379660,32.749612303487908,0.000000000000000,6.096016023800935
Salvation Army Back Country (mass),1,12175198,0.124600677267745,1,0,0,-116.947294285909038,32.794890462300380,0.000000000000000,3.091411300088404
St. Paul United Methodist Church of San Diego (e-site),1,11907280,0.928531443946745,2,0,0,-117.127549578052367,32.707456314013868,0.000000000000000,7.567607259876391
Old Town Community Church (e-site) (Super Pantry),1,11873809,0.721385795448134,2,0,0,-117.194226199999946,32.751437700000054,0.000000000000000,13.610879802984629
Encanto Southern Baptist Church (mass),1,11930425,0.464608157362993,2,0,0,-117.067682691415911,32.709703747725108,0.000000000000000,9.435965286322514
Calvary Evangelical Lutheran Church (e-site),1,11935467,1.000000000000000,1,0,0,-117.079962699999953,32.737267800000041,0.000000000000000,7.407763307893277
Apostolic Assembly First Church San Diego (mass),1,11912124,0.109739624966424,2,0,0,-117.118761572015416,32.699846696455246,0.000000000000000,7.417511972493523
Ascension Evangelical Lutheran Church (e-site),1,12070625,0.702038045759482,2,0,0,-117.083121543545587,32.792884446943006,0.000000000000000,4.621018341827700
Stepping Higher Incorporated (e-site) (Super Pantry),1,11907177,0.124202921496134,2,0,0,-117.133874337260821,32.706967037751077,0.000000000000000,5.933826907838490
Food Pantry at Chollas View Church (e-site),1,11914632,0.276261534581200,2,0,0,-117.093599086478520,32.715150093905493,0.000000000000000,5.625148925865585
"Club Libertad, Justicia y Ley (mass)",1,11940682,0.529679662478466,2,0,0,-117.028164367047680,32.734285102510604,0.000000000000000,5.694573208163050
Community Resource Center (e-site),1,12121080,0.107617993951332,1,0,0,-117.294521185721976,33.043923402104902,0.000000000000000,7.045913679156745
MAAC Project Laurel Tree Apartments (mass),1,13404028,0.135255641783125,2,0,0,-117.299581686488125,33.120322225136249,0.000000000000000,9.929919316176287
Pilgrim United Church of Christ (mass),1,13409653,0.795899286101628,2,0,0,-117.325981447097689,33.161652713885054,0.000000000000000,8.684227392924022
Catholic Charities EFDN (e-site),1,12079119,0.033579761987652,1,0,0,-117.119429631348169,32.827359535462655,0.000000000000000,5.535309105978898
Serving & Sharing Foundation Incorporated (mass),1,13479958,0.493031617945071,2,0,0,-117.023515747220188,33.276909070389841,0.000000000000000,7.405324136504172
"Foundry Community Church, The (e-site)",1,13468151,0.243157809477949,1,0,0,-117.065810708718544,33.127827036695315,0.000000000000000,6.683394611725191
"Movement, The (mass)",1,13423752,0.530456474474750,2,0,0,-117.194036578918485,33.150639046351152,0.000000000000000,6.627068100612391
SDFB Mt. Empire (mass) (ZERO balances),1,14431217,0.424193304721440,1,0,0,-116.290110819906658,32.670319379186701,0.000000000000000,5.844868147264390
Potrero Community Center Foundation (mass),1,14424872,0.550418590170703,2,0,0,-116.613359062976258,32.614148618386892,0.000000000000000,7.449713306220417
SDFB Emergency Food (ZERO balances),1,12095031,0.443654688108600,2,0,0,-117.163163713698452,32.886191258308187,0.000000000000000,7.498659509620451
Ministerio Tiempo Nuevo (e-site) (Super Pantry),1,11942679,0.152394183238937,2,0,0,-117.021123101481791,32.744164838756959,0.000000000000000,1.083641509013705
Brother Benno Foundation (e-site) (mil/vet 15% Super Pantry),1,13153965,0.506461855718077,2,0,0,-117.348584770319945,33.215242528240061,0.000000000000000,7.283564267739771
Meals-on-Wheels of San Diego County (North Coastal) (e-site),1,13424016,0.838630117581760,1,0,0,-117.187037714072218,33.136371104495851,0.000000000000000,7.189321130125895
SDFB North County Food Bank (Super Pantry; ZERO balances),1,13419754,0.190341366477775,1,0,0,-117.223560562837903,33.145425872639379,0.000000000000000,4.851780692670383
El Camino High School (Oceanside Unified),1,13435028,0.507014982749489,1,0,0,-117.319901937660376,33.221541486477420,0.000000000000000,4.933018587994618
Valley High School (Escondido Union),1,13472601,0.767001828094133,1,0,0,-117.023289152638071,33.142156867430849,0.000000000000000,4.675430861707802
Bell Middle School (SDUSD),1,11931779,0.812477674417930,2,0,0,-117.037460259877633,32.688661012738471,0.000000000000000,1.001325890723750
Preuss School (SDUSD),1,12049090,0.442528786308414,1,0,0,-117.222592858566188,32.882872556314375,0.000000000000000,20.408962880546358
